,human_ease,ai_ease
0,3.1291,3.1291
1,3.1291,3.1291
2,3.1291,6.42735559955562
3,7.168621630094336,3.1291
4,3.1291,6.42735559955562
5,3.1291,6.42735559955562
6,8.841846274778883,8.841846274778883
7,6.42735559955562,3.1291
8,3.1291,6.42735559955562
9,3.1291,8.841846274778883
10,3.1291,7.793537801064561
11,3.1291,3.1291
12,7.168621630094336,8.841846274778883
13,5.985473137389441,3.1291
14,3.1291,8.841846274778883
